noisw_level0	0.6380921565030303	0.43173022722962723
noisw_level1	0.6380921565030303	0.43173022722962723
noisw_level2	0.6380921565030303	0.43173022722962723
noisw_level3	0.6380921565030303	0.43173022722962723
noisw_level4	0.6380921565030303	0.43173022722962723
noisw_level5	0.6380921565030303	0.43173022722962723
noisw_level6	0.6380921565030303	0.4317302272296273
noisw_level7	0.6380921565030303	0.43173022722962723
noisw_level8	0.6380921565030303	0.43173022722962723
noisw_level9	0.6380921565030303	0.43173022722962723
noisw_level10	0.6380921565030303	0.43173022722962723
